00;0001;cmd_end;Unk;
00;0002;cmd_jmp;Unk;Unk1: uint
00;0003;cmd_call;Unk;Unk1: uint
00;0004;cmd_result;Unk;Unk1: uint, Unk2: uint
00;0005;cmd_resJmp;Unk;Unk1: uint, Unk2: uint, Unk3: uint
00;0006;cmd_resCall;Unk;Unk1: uint, Unk2: uint, Unk3: uint
00;0007;cmd_mov;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0008;cmd_add;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0009;cmd_sub;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;000A;cmd_mul;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;000B;cmd_div;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;000C;cmd_inc;Unk;Unk1: uint, Unk2: uint
00;000D;cmd_dec;Unk;Unk1: uint, Unk2: uint
00;000E;cmd_loop;Unk;Unk1: uint, Unk2: uint, Unk3: uint
00;000F;cmd_waitFrame;Unk;Unk1: uint, Unk2: uint
00;0010;cmd_waitTime;Unk;Unk1: uint, Unk2: uint
00;0011;cmd_rand;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0012;cmd_iand;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0013;cmd_ior;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0014;cmd_ixor;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0015;cmd_irol;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0016;cmd_iror;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint
00;0017;cmd_ifEQ;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;0018;cmd_ifNE;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;0019;cmd_ifLSE;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;001A;cmd_ifLBE;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;001B;cmd_ifLS;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;001C;cmd_ifLB;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;001D;cmd_ifAND;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;001F;cmd_ifCallEQ;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;0020;cmd_ifCallNE;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
00;0021;cmd_ifCallLSE;Unk;Unk1: uint, Unk2: uint, Unk3: uint, Unk4: uint, Unk5: uint
